Event	ID	Name			Wwise Object Path	Notes
	56972108	psycho1_psycho_035			\7 - Psycho\Joshua\psycho1_psycho_035	
	56972109	psycho1_psycho_034			\7 - Psycho\Joshua\psycho1_psycho_034	
	56972110	psycho1_psycho_037			\7 - Psycho\Joshua\psycho1_psycho_037	
	56972111	psycho1_psycho_036			\7 - Psycho\Joshua\psycho1_psycho_036	
	73749812	psycho1_psycho_048			\7 - Psycho\Joshua\psycho1_psycho_048	
	73749813	psycho1_psycho_049			\7 - Psycho\Joshua\psycho1_psycho_049	
	73749816	psycho1_psycho_044			\7 - Psycho\Joshua\psycho1_psycho_044	
	73749817	psycho1_psycho_045			\7 - Psycho\Joshua\psycho1_psycho_045	
	73749818	psycho1_psycho_046			\7 - Psycho\Joshua\psycho1_psycho_046	
	73749819	psycho1_psycho_047			\7 - Psycho\Joshua\psycho1_psycho_047	
	73749820	psycho1_psycho_040			\7 - Psycho\Joshua\psycho1_psycho_040	
	73749821	psycho1_psycho_041			\7 - Psycho\Joshua\psycho1_psycho_041	
	73749822	psycho1_psycho_042			\7 - Psycho\Joshua\psycho1_psycho_042	
	73749823	psycho1_psycho_043			\7 - Psycho\Joshua\psycho1_psycho_043	
	90527400	psycho1_psycho_057			\7 - Psycho\Joshua\psycho1_psycho_057	
	90527401	psycho1_psycho_056			\7 - Psycho\Joshua\psycho1_psycho_056	
	90527402	psycho1_psycho_055			\7 - Psycho\Joshua\psycho1_psycho_055	
	90527403	psycho1_psycho_054			\7 - Psycho\Joshua\psycho1_psycho_054	
	90527404	psycho1_psycho_053			\7 - Psycho\Joshua\psycho1_psycho_053	
	90527405	psycho1_psycho_052			\7 - Psycho\Joshua\psycho1_psycho_052	
	90527406	psycho1_psycho_051			\7 - Psycho\Joshua\psycho1_psycho_051	
	90527407	psycho1_psycho_050			\7 - Psycho\Joshua\psycho1_psycho_050	
	152723650	sfx_policemeet			\SFX\sfx_policemeet	
	183767048	elena_1			\1 - Intro\Elena\elena_1	
	183767050	elena_3			\1 - Intro\Elena\elena_3	
	183767051	elena_2			\1 - Intro\Elena\elena_2	
	183767052	elena_5			\1 - Intro\Elena\elena_5	
	183767053	elena_4			\1 - Intro\Elena\elena_4	
	183767055	elena_6			\1 - Intro\Elena\elena_6	
	190395524	tutor_elena_008			\2 - Tutor\Elena\tutor_elena_008	
	190395525	tutor_elena_009			\2 - Tutor\Elena\tutor_elena_009	
	190395528	tutor_elena_004			\2 - Tutor\Elena\tutor_elena_004	
	190395529	tutor_elena_005			\2 - Tutor\Elena\tutor_elena_005	
	190395530	tutor_elena_006			\2 - Tutor\Elena\tutor_elena_006	
	190395531	tutor_elena_007			\2 - Tutor\Elena\tutor_elena_007	
	190395533	tutor_elena_001			\2 - Tutor\Elena\tutor_elena_001	
	190395534	tutor_elena_002			\2 - Tutor\Elena\tutor_elena_002	
	190395535	tutor_elena_003			\2 - Tutor\Elena\tutor_elena_003	
	207173238	tutor_elena_019			\2 - Tutor\Elena\tutor_elena_019	
	207173239	tutor_elena_018			\2 - Tutor\Elena\tutor_elena_018	
	207173240	tutor_elena_017			\2 - Tutor\Elena\tutor_elena_017	
	207173241	tutor_elena_016			\2 - Tutor\Elena\tutor_elena_016	
	207173242	tutor_elena_015			\2 - Tutor\Elena\tutor_elena_015	
	207173243	tutor_elena_014			\2 - Tutor\Elena\tutor_elena_014	
	207173244	tutor_elena_013			\2 - Tutor\Elena\tutor_elena_013	
	207173245	tutor_elena_012			\2 - Tutor\Elena\tutor_elena_012	
	207173246	tutor_elena_011			\2 - Tutor\Elena\tutor_elena_011	
	207173247	tutor_elena_010			\2 - Tutor\Elena\tutor_elena_010	
	223950800	tutor_elena_022			\2 - Tutor\Elena\tutor_elena_022	
	223950801	tutor_elena_023			\2 - Tutor\Elena\tutor_elena_023	
	223950802	tutor_elena_020			\2 - Tutor\Elena\tutor_elena_020	
	223950803	tutor_elena_021			\2 - Tutor\Elena\tutor_elena_021	
	223950804	tutor_elena_026			\2 - Tutor\Elena\tutor_elena_026	
	223950805	tutor_elena_027			\2 - Tutor\Elena\tutor_elena_027	
	223950806	tutor_elena_024			\2 - Tutor\Elena\tutor_elena_024	
	223950807	tutor_elena_025			\2 - Tutor\Elena\tutor_elena_025	
	223950810	tutor_elena_028			\2 - Tutor\Elena\tutor_elena_028	
	223950811	tutor_elena_029			\2 - Tutor\Elena\tutor_elena_029	
	227710560	ResumeVoice_End			\Test\ResumeVoice_End	
	240728388	tutor_elena_031			\2 - Tutor\Elena\tutor_elena_031	
	240728389	tutor_elena_030			\2 - Tutor\Elena\tutor_elena_030	
	321933999	fire_p_const_020			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_020	
	338711552	fire_p_const_012			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_012	
	338711553	fire_p_const_013			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_013	
	338711554	fire_p_const_010			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_010	
	338711555	fire_p_const_011			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_011	
	338711556	fire_p_const_016			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_016	
	338711557	fire_p_const_017			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_017	
	338711558	fire_p_const_014			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_014	
	338711559	fire_p_const_015			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_015	
	338711562	fire_p_const_018			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_018	
	338711563	fire_p_const_019			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_019	
	351551796	fireep_elena_030			\6 - Interlude2 (After Fire)\Elena\fireep_elena_030	
	351551797	fireep_elena_031			\6 - Interlude2 (After Fire)\Elena\fireep_elena_031	
	351551798	fireep_elena_032			\6 - Interlude2 (After Fire)\Elena\fireep_elena_032	
	355246976	psycho1_elena_030			\7 - Psycho\Elena\psycho1_elena_030	
	355246977	psycho1_elena_031			\7 - Psycho\Elena\psycho1_elena_031	
	355246978	psycho1_elena_032			\7 - Psycho\Elena\psycho1_elena_032	
	355246979	psycho1_elena_033			\7 - Psycho\Elena\psycho1_elena_033	
	355246980	psycho1_elena_034			\7 - Psycho\Elena\psycho1_elena_034	
	355246981	psycho1_elena_035			\7 - Psycho\Elena\psycho1_elena_035	
	355246982	psycho1_elena_036			\7 - Psycho\Elena\psycho1_elena_036	
	355246983	psycho1_elena_037			\7 - Psycho\Elena\psycho1_elena_037	
	355246984	psycho1_elena_038			\7 - Psycho\Elena\psycho1_elena_038	
	355246985	psycho1_elena_039			\7 - Psycho\Elena\psycho1_elena_039	
	355489264	fire_p_const_005			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_005	
	355489265	fire_p_const_004			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_004	
	355489266	fire_p_const_007			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_007	
	355489267	fire_p_const_006			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_006	
	355489268	fire_p_const_001			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_001	
	355489270	fire_p_const_003			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_003	
	355489271	fire_p_const_002			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_002	
	355489276	fire_p_const_009			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_009	
	355489277	fire_p_const_008			\5 - Chapter Two (Fire)\Konstantin\fire_p_const_008	
	368329376	fireep_elena_027			\6 - Interlude2 (After Fire)\Elena\fireep_elena_027	
	368329377	fireep_elena_026			\6 - Interlude2 (After Fire)\Elena\fireep_elena_026	
	368329378	fireep_elena_025			\6 - Interlude2 (After Fire)\Elena\fireep_elena_025	
	368329379	fireep_elena_024			\6 - Interlude2 (After Fire)\Elena\fireep_elena_024	
	368329380	fireep_elena_023			\6 - Interlude2 (After Fire)\Elena\fireep_elena_023	
	368329381	fireep_elena_022			\6 - Interlude2 (After Fire)\Elena\fireep_elena_022	
	368329382	fireep_elena_021			\6 - Interlude2 (After Fire)\Elena\fireep_elena_021	
	368329383	fireep_elena_020			\6 - Interlude2 (After Fire)\Elena\fireep_elena_020	
	368329390	fireep_elena_029			\6 - Interlude2 (After Fire)\Elena\fireep_elena_029	
	368329391	fireep_elena_028			\6 - Interlude2 (After Fire)\Elena\fireep_elena_028	
	372024688	psycho1_elena_023			\7 - Psycho\Elena\psycho1_elena_023	
	372024689	psycho1_elena_022			\7 - Psycho\Elena\psycho1_elena_022	
	372024690	psycho1_elena_021			\7 - Psycho\Elena\psycho1_elena_021	
	372024691	psycho1_elena_020			\7 - Psycho\Elena\psycho1_elena_020	
	372024692	psycho1_elena_027			\7 - Psycho\Elena\psycho1_elena_027	
	372024693	psycho1_elena_026			\7 - Psycho\Elena\psycho1_elena_026	
	372024694	psycho1_elena_025			\7 - Psycho\Elena\psycho1_elena_025	
	372024695	psycho1_elena_024			\7 - Psycho\Elena\psycho1_elena_024	
	372024698	psycho1_elena_029			\7 - Psycho\Elena\psycho1_elena_029	
	372024699	psycho1_elena_028			\7 - Psycho\Elena\psycho1_elena_028	
	385106962	fireep_elena_018			\6 - Interlude2 (After Fire)\Elena\fireep_elena_018	
	385106963	fireep_elena_019			\6 - Interlude2 (After Fire)\Elena\fireep_elena_019	
	385106968	fireep_elena_012			\6 - Interlude2 (After Fire)\Elena\fireep_elena_012	
	385106969	fireep_elena_013			\6 - Interlude2 (After Fire)\Elena\fireep_elena_013	
	385106970	fireep_elena_010			\6 - Interlude2 (After Fire)\Elena\fireep_elena_010	
	385106971	fireep_elena_011			\6 - Interlude2 (After Fire)\Elena\fireep_elena_011	
	385106972	fireep_elena_016			\6 - Interlude2 (After Fire)\Elena\fireep_elena_016	
	385106973	fireep_elena_017			\6 - Interlude2 (After Fire)\Elena\fireep_elena_017	
	385106974	fireep_elena_014			\6 - Interlude2 (After Fire)\Elena\fireep_elena_014	
	385106975	fireep_elena_015			\6 - Interlude2 (After Fire)\Elena\fireep_elena_015	
	388802272	psycho1_elena_016			\7 - Psycho\Elena\psycho1_elena_016	
	388802273	psycho1_elena_017			\7 - Psycho\Elena\psycho1_elena_017	
	388802274	psycho1_elena_014			\7 - Psycho\Elena\psycho1_elena_014	
	388802275	psycho1_elena_015			\7 - Psycho\Elena\psycho1_elena_015	
	388802276	psycho1_elena_012			\7 - Psycho\Elena\psycho1_elena_012	
	388802277	psycho1_elena_013			\7 - Psycho\Elena\psycho1_elena_013	
	388802278	psycho1_elena_010			\7 - Psycho\Elena\psycho1_elena_010	
	388802279	psycho1_elena_011			\7 - Psycho\Elena\psycho1_elena_011	
	388802286	psycho1_elena_018			\7 - Psycho\Elena\psycho1_elena_018	
	388802287	psycho1_elena_019			\7 - Psycho\Elena\psycho1_elena_019	
	401884548	fireep_elena_009			\6 - Interlude2 (After Fire)\Elena\fireep_elena_009	
	401884549	fireep_elena_008			\6 - Interlude2 (After Fire)\Elena\fireep_elena_008	
	401884552	fireep_elena_005			\6 - Interlude2 (After Fire)\Elena\fireep_elena_005	
	401884553	fireep_elena_004			\6 - Interlude2 (After Fire)\Elena\fireep_elena_004	
	401884554	fireep_elena_007			\6 - Interlude2 (After Fire)\Elena\fireep_elena_007	
	401884555	fireep_elena_006			\6 - Interlude2 (After Fire)\Elena\fireep_elena_006	
	401884556	fireep_elena_001			\6 - Interlude2 (After Fire)\Elena\fireep_elena_001	
	401884558	fireep_elena_003			\6 - Interlude2 (After Fire)\Elena\fireep_elena_003	
	401884559	fireep_elena_002			\6 - Interlude2 (After Fire)\Elena\fireep_elena_002	
	405579856	psycho1_elena_009			\7 - Psycho\Elena\psycho1_elena_009	
	405579857	psycho1_elena_008			\7 - Psycho\Elena\psycho1_elena_008	
	405579864	psycho1_elena_001			\7 - Psycho\Elena\psycho1_elena_001	
	405579866	psycho1_elena_003			\7 - Psycho\Elena\psycho1_elena_003	
	405579867	psycho1_elena_002			\7 - Psycho\Elena\psycho1_elena_002	
	405579868	psycho1_elena_005			\7 - Psycho\Elena\psycho1_elena_005	
	405579869	psycho1_elena_004			\7 - Psycho\Elena\psycho1_elena_004	
	405579870	psycho1_elena_007			\7 - Psycho\Elena\psycho1_elena_007	
	405579871	psycho1_elena_006			\7 - Psycho\Elena\psycho1_elena_006	
	415445313	sfx_stab			\SFX\sfx_stab	
	472690308	psycho1_elena_041			\7 - Psycho\Elena\psycho1_elena_041	
	472690309	psycho1_elena_040			\7 - Psycho\Elena\psycho1_elena_040	
	488670904	sfx_decidetime_end			\GameSyncs\sfx_decidetime_end	
	574050428	UI_Click_Menu			\UI\UI_Click_Menu	
	606658506	sfx_keyboard			\SFX\sfx_keyboard	
	607923225	sfx_dooropen			\SFX\sfx_dooropen	
	655602002	sfx_recordstart			\SFX\sfx_recordstart	
	664138054	sfx_lighter			\SFX\sfx_lighter	
	777164721	sfx_death			\SFX\sfx_death	
	804835621	sfx_dporbell			\SFX\sfx_dporbell	
	854511964	sfx_MChready			\SFX\sfx_MChready	
	872101825	PauseVoice_Start_FADE			\Test\PauseVoice_Start_FADE	
	953277036	Resume			\GameSyncs\Resume	
	1044869488	pizzaep_mark_010			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_010	
	1044869489	pizzaep_mark_011			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_011	
	1044869490	pizzaep_mark_012			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_012	
	1044869491	pizzaep_mark_013			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_013	
	1044869492	pizzaep_mark_014			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_014	
	1044869493	pizzaep_mark_015			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_015	
	1044869494	pizzaep_mark_016			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_016	
	1044869495	pizzaep_mark_017			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_017	
	1044869496	pizzaep_mark_018			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_018	
	1044869497	pizzaep_mark_019			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_019	
	1061647072	pizzaep_mark_003			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_003	
	1061647073	pizzaep_mark_002			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_002	
	1061647074	pizzaep_mark_001			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_001	
	1061647076	pizzaep_mark_007			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_007	
	1061647077	pizzaep_mark_006			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_006	
	1061647078	pizzaep_mark_005			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_005	
	1061647079	pizzaep_mark_004			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_004	
	1061647082	pizzaep_mark_009			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_009	
	1061647083	pizzaep_mark_008			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_008	
	1078424656	pizzaep_mark_036			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_036	
	1078424657	pizzaep_mark_037			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_037	
	1078424658	pizzaep_mark_034			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_034	
	1078424659	pizzaep_mark_035			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_035	
	1078424660	pizzaep_mark_032			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_032	
	1078424661	pizzaep_mark_033			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_033	
	1078424662	pizzaep_mark_030			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_030	
	1078424663	pizzaep_mark_031			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_031	
	1078424670	pizzaep_mark_038			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_038	
	1078424671	pizzaep_mark_039			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_039	
	1088540770	sfx_newspaper			\SFX\sfx_newspaper	
	1095202240	pizzaep_mark_029			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_029	
	1095202241	pizzaep_mark_028			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_028	
	1095202248	pizzaep_mark_021			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_021	
	1095202249	pizzaep_mark_020			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_020	
	1095202250	pizzaep_mark_023			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_023	
	1095202251	pizzaep_mark_022			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_022	
	1095202252	pizzaep_mark_025			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_025	
	1095202253	pizzaep_mark_024			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_024	
	1095202254	pizzaep_mark_027			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_027	
	1095202255	pizzaep_mark_026			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_026	
	1128757543	pizzaep_mark_048			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_048	
	1128757544	pizzaep_mark_047			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_047	
	1128757545	pizzaep_mark_046			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_046	
	1128757546	pizzaep_mark_045			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_045	
	1128757547	pizzaep_mark_044			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_044	
	1128757548	pizzaep_mark_043			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_043	
	1128757549	pizzaep_mark_042			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_042	
	1128757550	pizzaep_mark_041			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_041	
	1128757551	pizzaep_mark_040			\4 - Interlude1 (After Pizza)\Mark\pizzaep_mark_040	
	1141552528	pizza_elena_082			\3 - Chapter One (Pizza)\Elena\pizza_elena_082	
	1141552529	pizza_elena_083			\3 - Chapter One (Pizza)\Elena\pizza_elena_083	
	1141552530	pizza_elena_080			\3 - Chapter One (Pizza)\Elena\pizza_elena_080	
	1141552531	pizza_elena_081			\3 - Chapter One (Pizza)\Elena\pizza_elena_081	
	1141552532	pizza_elena_086			\3 - Chapter One (Pizza)\Elena\pizza_elena_086	
	1141552533	pizza_elena_087			\3 - Chapter One (Pizza)\Elena\pizza_elena_087	
	1141552534	pizza_elena_084			\3 - Chapter One (Pizza)\Elena\pizza_elena_084	
	1141552535	pizza_elena_085			\3 - Chapter One (Pizza)\Elena\pizza_elena_085	
	1141552538	pizza_elena_088			\3 - Chapter One (Pizza)\Elena\pizza_elena_088	
	1158061104	fire_p_elena_010			\5 - Chapter Two (Fire)\Elena\fire_p_elena_010	
	1158061105	fire_p_elena_011			\5 - Chapter Two (Fire)\Elena\fire_p_elena_011	
	1158061106	fire_p_elena_012			\5 - Chapter Two (Fire)\Elena\fire_p_elena_012	
	1158061107	fire_p_elena_013			\5 - Chapter Two (Fire)\Elena\fire_p_elena_013	
	1158061108	fire_p_elena_014			\5 - Chapter Two (Fire)\Elena\fire_p_elena_014	
	1158061109	fire_p_elena_015			\5 - Chapter Two (Fire)\Elena\fire_p_elena_015	
	1158061110	fire_p_elena_016			\5 - Chapter Two (Fire)\Elena\fire_p_elena_016	
	1158061111	fire_p_elena_017			\5 - Chapter Two (Fire)\Elena\fire_p_elena_017	
	1158061112	fire_p_elena_018			\5 - Chapter Two (Fire)\Elena\fire_p_elena_018	
	1158061113	fire_p_elena_019			\5 - Chapter Two (Fire)\Elena\fire_p_elena_019	
	1163018313	sfx_neon			\SFX\sfx_neon	
	1174838688	fire_p_elena_003			\5 - Chapter Two (Fire)\Elena\fire_p_elena_003	
	1174838689	fire_p_elena_002			\5 - Chapter Two (Fire)\Elena\fire_p_elena_002	
	1174838690	fire_p_elena_001			\5 - Chapter Two (Fire)\Elena\fire_p_elena_001	
	1174838692	fire_p_elena_007			\5 - Chapter Two (Fire)\Elena\fire_p_elena_007	
	1174838693	fire_p_elena_006			\5 - Chapter Two (Fire)\Elena\fire_p_elena_006	
	1174838694	fire_p_elena_005			\5 - Chapter Two (Fire)\Elena\fire_p_elena_005	
	1174838695	fire_p_elena_004			\5 - Chapter Two (Fire)\Elena\fire_p_elena_004	
	1174838698	fire_p_elena_009			\5 - Chapter Two (Fire)\Elena\fire_p_elena_009	
	1174838699	fire_p_elena_008			\5 - Chapter Two (Fire)\Elena\fire_p_elena_008	
	1175107824	pizza_elena_068			\3 - Chapter One (Pizza)\Elena\pizza_elena_068	
	1175107825	pizza_elena_069			\3 - Chapter One (Pizza)\Elena\pizza_elena_069	
	1175107832	pizza_elena_060			\3 - Chapter One (Pizza)\Elena\pizza_elena_060	
	1175107833	pizza_elena_061			\3 - Chapter One (Pizza)\Elena\pizza_elena_061	
	1175107834	pizza_elena_062			\3 - Chapter One (Pizza)\Elena\pizza_elena_062	
	1175107835	pizza_elena_063			\3 - Chapter One (Pizza)\Elena\pizza_elena_063	
	1175107836	pizza_elena_064			\3 - Chapter One (Pizza)\Elena\pizza_elena_064	
	1175107837	pizza_elena_065			\3 - Chapter One (Pizza)\Elena\pizza_elena_065	
	1175107838	pizza_elena_066			\3 - Chapter One (Pizza)\Elena\pizza_elena_066	
	1175107839	pizza_elena_067			\3 - Chapter One (Pizza)\Elena\pizza_elena_067	
	1179265383	sfx_policeshot			\SFX\sfx_policeshot	
	1191616272	fire_p_elena_036			\5 - Chapter Two (Fire)\Elena\fire_p_elena_036	
	1191616273	fire_p_elena_037			\5 - Chapter Two (Fire)\Elena\fire_p_elena_037	
	1191616274	fire_p_elena_034			\5 - Chapter Two (Fire)\Elena\fire_p_elena_034	
	1191616275	fire_p_elena_035			\5 - Chapter Two (Fire)\Elena\fire_p_elena_035	
	1191616276	fire_p_elena_032			\5 - Chapter Two (Fire)\Elena\fire_p_elena_032	
	1191616277	fire_p_elena_033			\5 - Chapter Two (Fire)\Elena\fire_p_elena_033	
	1191616278	fire_p_elena_030			\5 - Chapter Two (Fire)\Elena\fire_p_elena_030	
	1191616279	fire_p_elena_031			\5 - Chapter Two (Fire)\Elena\fire_p_elena_031	
	1191616286	fire_p_elena_038			\5 - Chapter Two (Fire)\Elena\fire_p_elena_038	
	1191616287	fire_p_elena_039			\5 - Chapter Two (Fire)\Elena\fire_p_elena_039	
	1191885410	pizza_elena_079			\3 - Chapter One (Pizza)\Elena\pizza_elena_079	
	1191885411	pizza_elena_078			\3 - Chapter One (Pizza)\Elena\pizza_elena_078	
	1191885416	pizza_elena_073			\3 - Chapter One (Pizza)\Elena\pizza_elena_073	
	1191885417	pizza_elena_072			\3 - Chapter One (Pizza)\Elena\pizza_elena_072	
	1191885418	pizza_elena_071			\3 - Chapter One (Pizza)\Elena\pizza_elena_071	
	1191885419	pizza_elena_070			\3 - Chapter One (Pizza)\Elena\pizza_elena_070	
	1191885420	pizza_elena_077			\3 - Chapter One (Pizza)\Elena\pizza_elena_077	
	1191885421	pizza_elena_076			\3 - Chapter One (Pizza)\Elena\pizza_elena_076	
	1191885422	pizza_elena_075			\3 - Chapter One (Pizza)\Elena\pizza_elena_075	
	1191885423	pizza_elena_074			\3 - Chapter One (Pizza)\Elena\pizza_elena_074	
	1208393856	fire_p_elena_029			\5 - Chapter Two (Fire)\Elena\fire_p_elena_029	
	1208393857	fire_p_elena_028			\5 - Chapter Two (Fire)\Elena\fire_p_elena_028	
	1208393864	fire_p_elena_021			\5 - Chapter Two (Fire)\Elena\fire_p_elena_021	
	1208393865	fire_p_elena_020			\5 - Chapter Two (Fire)\Elena\fire_p_elena_020	
	1208393866	fire_p_elena_023			\5 - Chapter Two (Fire)\Elena\fire_p_elena_023	
	1208393867	fire_p_elena_022			\5 - Chapter Two (Fire)\Elena\fire_p_elena_022	
	1208393868	fire_p_elena_025			\5 - Chapter Two (Fire)\Elena\fire_p_elena_025	
	1208393869	fire_p_elena_024			\5 - Chapter Two (Fire)\Elena\fire_p_elena_024	
	1208393870	fire_p_elena_027			\5 - Chapter Two (Fire)\Elena\fire_p_elena_027	
